,No,Original_Name,Japanese_Name,Generation,Generation_Str,Height_m,Weight_kg,BMI,Type_1,Type_2,Ability_1,Ability_2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Capture_Rate,Base_EXP,Final_EXP,Category,Mega_Evolution_Flag,Region_Forme,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Mean,PE_HP,PE_Attack,PE_Defense,PE_SP_Attack,PE_SP_Defense,PE_Speed,EV_yield,Base_Friendship,Growth_Rate,Egg_Cycle,Experience type,Experience to level 100,Final Evolution,Is_Legendary,Is_Sublegendary,Is_Mythical,Alolan Form,Galarian Form,Gigantamax,Mega_evolution,Mega_evolution_alt,Against Normal,Against Fire,Against Water,Against Electric,Against Grass,Against Ice,Against Fighting,Against Poison,Against Ground,Against Flying,Against Psychic,Against Bug,Against Rock,Against Ghost,Against Dragon,Against Dark,Against Steel,Against Fairy,Pokemon_Category,Evolution_type,Evochain_0,Evochain_1,Evochain_2,Evochain_3,Evochain_4,Evochain_5,Evochain_6,Description
Sliggoo,705.0,Sliggoo,Numeil,6.0,VI,0.8,17.5,27.3,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50.0,50.0,0.0,40.0,Dragon,,45.0,158.0,1250000.0,Ordinary,,,68.0,75.0,53.0,83.0,113.0,60.0,452.0,75.33333333333333,0.0,0.0,0.0,0.0,2.0,0.0,2 Special Defense,35.0,Slow,40.0,Slow,1250000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Soft Tissue,3 stages evolution,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,"Although this Pokémon isn’t very strong, its body is coated in a caustic slime that can melt through anything, so predators steer clear of it."
Goodra,706.0,Goodra,Numelgon,6.0,VI,2.0,150.5,37.6,Dragon,,Sap Sipper,Hydration,Gooey,Purple,50.0,50.0,0.0,40.0,Dragon,,45.0,300.0,1250000.0,Ordinary,,,90.0,100.0,70.0,110.0,150.0,80.0,600.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,3 Special Defense,35.0,Slow,40.0,Slow,1250000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Dragon,3 stages evolution,Goomy,Level ,Sliggoo,Level 50 in Rain,Goodra,,,"Sometimes it misunderstands instructions and appears dazed or bewildered. Many Trainers don’t mind, finding this behavior to be adorable."
Klefki,707.0,Klefki,Cleffy,6.0,VI,0.2,3.0,75.0,Steel,Fairy,Prankster,,Magician,Gray,50.0,50.0,0.0,20.0,Mineral,,75.0,165.0,800000.0,Ordinary,,,57.0,80.0,91.0,80.0,87.0,75.0,470.0,78.33333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1 Defense,50.0,Fast,20.0,Fast,800000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,Key Ring,No evolution,Klefki,,,,,,,"This Pokémon is constantly collecting keys. Entrust a Klefki with important keys, and the Pokémon will protect them no matter what."
Phantump,708.0,Phantump,Bokurei,6.0,VI,0.4,7.0,43.8,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,50.0,50.0,0.0,20.0,Grass,Amorphous,120.0,62.0,1000000.0,Ordinary,,,43.0,70.0,48.0,50.0,60.0,38.0,309.0,51.5,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,Stump,2 stages evolution,Phantump,Trade,Trevenant,,,,,"After a lost child perished in the forest, their spirit possessed a tree stump, causing the spirit’s rebirth as this Pokémon."
Trevenant,709.0,Trevenant,Ohrot,6.0,VI,1.5,71.0,31.6,Ghost,Grass,Natural Cure,Frisk,Harvest,Brown,50.0,50.0,0.0,20.0,Grass,Amorphous,60.0,166.0,1000000.0,Ordinary,,,85.0,110.0,76.0,65.0,82.0,56.0,474.0,79.0,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,Elder Tree,2 stages evolution,Phantump,Trade,Trevenant,,,,,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind."
Pumpkaboo(Average Size),710.0,Pumpkaboo,,6.0,VI,0.4,5.0,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,120.0,67.0,1000000.0,Ordinary,,,49.0,66.0,70.0,44.0,55.0,51.0,335.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo(Small Size),710.0,Pumpkaboo,,6.0,VI,0.3,3.5,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,120.0,67.0,1000000.0,Ordinary,,,44.0,66.0,70.0,44.0,55.0,56.0,335.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo(Large Size),710.0,Pumpkaboo,,6.0,VI,0.5,7.5,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,120.0,67.0,1000000.0,Ordinary,,,54.0,66.0,70.0,44.0,55.0,46.0,335.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkaboo(Super Size),710.0,Pumpkaboo,,6.0,VI,0.8,15.0,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,120.0,67.0,1000000.0,Ordinary,,,59.0,66.0,70.0,44.0,55.0,41.0,335.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist(Super Size),711.0,Gourgeist,,6.0,VI,1.7,39.0,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,60.0,173.0,1000000.0,Ordinary,,,85.0,100.0,122.0,58.0,75.0,54.0,494.0,,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist(Average Size),711.0,Gourgeist,,6.0,VI,0.9,12.5,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,60.0,173.0,1000000.0,Ordinary,,,65.0,90.0,122.0,58.0,75.0,84.0,494.0,,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist(Large Size),711.0,Gourgeist,,6.0,VI,1.1,14.0,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,60.0,173.0,1000000.0,Ordinary,,,75.0,95.0,122.0,58.0,75.0,69.0,494.0,,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gourgeist(Small Size),711.0,Gourgeist,,6.0,VI,0.7,9.5,,Ghost,Grass,Pickup,Frisk,Insomnia,Brown,50.0,50.0,0.0,20.0,Amorphous,,60.0,173.0,1000000.0,Ordinary,,,55.0,85.0,122.0,58.0,75.0,99.0,494.0,,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bergmite,712.0,Bergmite,Kachikohru,6.0,VI,1.0,99.5,99.5,Ice,,Own Tempo,Ice Body,Sturdy,Blue,50.0,50.0,0.0,20.0,Monster,Mineral,190.0,61.0,1000000.0,Ordinary,,,55.0,69.0,85.0,32.0,35.0,28.0,304.0,50.66666666666666,0.0,0.0,1.0,0.0,0.0,0.0,1 Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,Ice Chunk,2 stages evolution,Bergmite,Level ,Avalugg,,,,,"They chill the air around them to −150 degrees Fahrenheit, freezing the water in the air into ice that they use as armor."
Avalugg,713.0,Avalugg,Crebase,6.0,VI,2.0,505.0,126.3,Ice,,Own Tempo,Ice Body,Sturdy,Blue,50.0,50.0,0.0,20.0,Monster,Mineral,55.0,180.0,1000000.0,Ordinary,,,95.0,117.0,184.0,44.0,46.0,28.0,514.0,85.66666666666667,0.0,0.0,2.0,0.0,0.0,0.0,2 Defense,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,Iceberg,2 stages evolution,Bergmite,Level ,Avalugg,,,,,"At high latitudes, this Pokémon can be found with clusters of Bergmite on its back as it swims among the icebergs."
Noibat,714.0,Noibat,Onbat,6.0,VI,0.5,8.0,32.0,Flying,Dragon,Frisk,Infiltrator,Telepathy,Purple,50.0,50.0,0.0,20.0,Flying,Dragon,190.0,49.0,1000000.0,Ordinary,,,40.0,30.0,35.0,45.0,40.0,55.0,245.0,40.833333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,Sound Wave,2 stages evolution,Noibat,Level ,Noivern,,,,,"After nightfall, they emerge from the caves they nest in during the day. Using their ultrasonic waves, they go on the hunt for ripened fruit."
Noivern,715.0,Noivern,Onvern,6.0,VI,1.5,85.0,37.8,Flying,Dragon,Frisk,Infiltrator,Telepathy,Purple,50.0,50.0,0.0,20.0,Flying,Dragon,45.0,187.0,1000000.0,Ordinary,,,85.0,70.0,80.0,97.0,80.0,123.0,535.0,89.16666666666667,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Fast,20.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,Sound Wave,2 stages evolution,Noibat,Level ,Noivern,,,,,"Aggressive and cruel, this Pokémon will ruthlessly torment enemies that are helpless in the dark."
Xerneas,716.0,Xerneas,Xerneas,6.0,VI,3.0,215.0,23.9,Fairy,,Fairy Aura,,,Blue,0.0,0.0,100.0,120.0,Undiscovered,,45.0,340.0,1250000.0,Legendary,,,126.0,131.0,95.0,131.0,98.0,99.0,680.0,113.33333333333331,3.0,0.0,0.0,0.0,0.0,0.0,3 HP,0.0,Slow,120.0,Slow,1250000.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,Life,No evolution,Xerneas,,,,,,,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
Yveltal,717.0,Yveltal,Yveltal,6.0,VI,5.8,203.0,6.0,Dark,Flying,Dark Aura,,,Red,0.0,0.0,100.0,120.0,Undiscovered,,45.0,340.0,1250000.0,Legendary,,,126.0,131.0,95.0,131.0,98.0,99.0,680.0,113.33333333333331,3.0,0.0,0.0,0.0,0.0,0.0,3 HP,0.0,Slow,120.0,Slow,1250000.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,Destruction,No evolution,Yveltal,,,,,,,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
Zygarde(10% Forme),718.0,Zygarde,,6.0,VI,1.2,33.5,,Dragon,Ground,Aura Break,,,Black,0.0,0.0,100.0,120.0,Undiscovered,,3.0,243.0,1250000.0,Legendary,,,54.0,100.0,71.0,61.0,85.0,115.0,486.0,,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zygarde(Complete),718.0,Zygarde,,6.0,VI,4.5,610.0,,Dragon,Ground,Power Construct,,,Black,0.0,0.0,100.0,120.0,Undiscovered,,3.0,354.0,1250000.0,Legendary,,,216.0,100.0,121.0,91.0,95.0,85.0,708.0,,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zygarde(50% Forme),718.0,Zygarde,,6.0,VI,5.0,305.0,,Dragon,Ground,Aura Break,,,Green,0.0,0.0,100.0,120.0,Undiscovered,,3.0,300.0,1250000.0,Legendary,,,108.0,100.0,121.0,81.0,95.0,95.0,600.0,,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diancie,719.0,Diancie,Diancie,6.0,VI,0.7,8.8,18.0,Rock,Fairy,Clear Body,,,Pink,0.0,0.0,100.0,25.0,Undiscovered,,3.0,300.0,1250000.0,Mythical,,,50.0,100.0,150.0,100.0,150.0,50.0,600.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,"1 Defense, 2 Special Defense",50.0,Slow,25.0,Slow,1250000.0,1.0,1.0,0.0,1.0,0.0,0.0,,Mega Diancie,,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,Jewel,No evolution,Diancie,,,,,,,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
Diancie(Mega EV),719.0,Diancie,,6.0,VI,1.1,27.8,,Rock,Fairy,Magic Bounce,,,Pink,0.0,0.0,100.0,25.0,Undiscovered,,3.0,315.0,1250000.0,Mythical,Mega,,50.0,160.0,110.0,160.0,110.0,110.0,700.0,,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoopa(Comfined),720.0,Hoopa,,6.0,VI,0.5,9.0,,Psychic,Ghost,Magician,,,Purple,0.0,0.0,100.0,120.0,Undiscovered,,3.0,270.0,1250000.0,Mythical,,,80.0,110.0,60.0,150.0,130.0,70.0,600.0,,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoopa(Inbound),720.0,Hoopa,,6.0,VI,6.5,490.0,,Psychic,Dark,Magician,,,Purple,0.0,0.0,100.0,120.0,Undiscovered,,3.0,306.0,1250000.0,Mythical,,,80.0,160.0,60.0,170.0,130.0,80.0,680.0,,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcanion,721.0,Volcanion,Volcanion,6.0,VI,1.7,195.0,67.5,Fire,Water,Water Absorb,,,Brown,0.0,0.0,100.0,120.0,Undiscovered,,3.0,300.0,1250000.0,Mythical,,,80.0,110.0,120.0,130.0,90.0,70.0,600.0,100.0,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,100.0,Slow,120.0,Slow,1250000.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,Steam,No evolution,Volcanion,,,,,,,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
Rowlet,722.0,Rowlet,Mokuroh,7.0,VII,0.3,1.5,16.7,Grass,Flying,Overgrow,,Long Reach,Brown,87.5,12.5,0.0,15.0,Flying,,45.0,64.0,1058960.0,Ordinary,,,68.0,55.0,55.0,50.0,50.0,42.0,320.0,53.333333333333336,1.0,0.0,0.0,0.0,0.0,0.0,1 HP,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Grass Quill,3 stages evolution,Rowlet,Level ,Dartrix,Level ,Decidueye,,,"It sends its feathers, which are as sharp as blades, flying in attack. Its legs are strong, so its kicks are also formidable."
Dartrix,723.0,Dartrix,Fukuthrow,7.0,VII,0.7,16.0,32.7,Grass,Flying,Overgrow,,Long Reach,Brown,87.5,12.5,0.0,15.0,Flying,,45.0,147.0,1058960.0,Ordinary,,,78.0,75.0,75.0,70.0,70.0,52.0,420.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,2 HP,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Blade Quill,3 stages evolution,Rowlet,Level ,Dartrix,Level ,Decidueye,,,"This narcissistic Pokémon is a clean freak. If you don’t groom it diligently, it will stop listening to you."
Decidueye,724.0,Decidueye,Junaiper,7.0,VII,1.6,36.6,14.3,Grass,Ghost,Overgrow,,Long Reach,Brown,87.5,12.5,0.0,15.0,Flying,,45.0,265.0,1058960.0,Ordinary,,,78.0,107.0,75.0,100.0,100.0,70.0,530.0,88.33333333333333,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,50.0,Medium Slow,15.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,Arrow Quill,3 stages evolution,Rowlet,Level ,Dartrix,Level ,Decidueye,,,"It nocks its arrow quills and shoots them at opponents. When it simply can’t afford to miss, it tugs the vine on its head to improve its focus."
Litten,725.0,Litten,Nyabby,7.0,VII,0.4,4.3,26.9,Fire,,Blaze,,Intimidate,Red,87.5,12.5,0.0,15.0,Ground,,45.0,64.0,1058960.0,Ordinary,,,45.0,65.0,40.0,60.0,40.0,70.0,320.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,1.0,1 Speed,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Fire Cat,3 stages evolution,Litten,Level ,Torracat,Level ,Incineroar,,,"If you try too hard to get close to it, it won’t open up to you. Even if you do grow close, giving it too much affection is still a no-no."
Torracat,726.0,Torracat,Nyaheat,7.0,VII,0.7,25.0,51.0,Fire,,Blaze,,Intimidate,Red,87.5,12.5,0.0,15.0,Ground,,45.0,147.0,1058960.0,Ordinary,,,65.0,85.0,50.0,80.0,50.0,90.0,420.0,70.0,0.0,0.0,0.0,0.0,0.0,2.0,2 Speed,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Fire Cat,3 stages evolution,Litten,Level ,Torracat,Level ,Incineroar,,,"It can act spoiled if it grows close to its Trainer. A powerful Pokémon, its sharp claws can leave its Trainer’s whole body covered in scratches."
Incineroar,727.0,Incineroar,Gaogaen,7.0,VII,1.8,83.0,25.6,Fire,Dark,Blaze,,Intimidate,Red,87.5,12.5,0.0,15.0,Ground,,45.0,265.0,1058960.0,Ordinary,,,95.0,115.0,90.0,80.0,90.0,60.0,530.0,88.33333333333333,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,50.0,Medium Slow,15.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,Heel,3 stages evolution,Litten,Level ,Torracat,Level ,Incineroar,,,"Although it’s rough mannered and egotistical, it finds beating down unworthy opponents boring. It gets motivated for stronger opponents."
Popplio,728.0,Popplio,Ashimari,7.0,VII,0.4,7.5,46.9,Water,,Torrent,,Liquid Voice,Blue,87.5,12.5,0.0,15.0,Water1,Ground,45.0,64.0,1058960.0,Ordinary,,,50.0,54.0,54.0,66.0,56.0,40.0,320.0,53.333333333333336,0.0,0.0,0.0,1.0,0.0,0.0,1 Special Attack,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Sea Lion,3 stages evolution,Popplio,Level ,Brionne,Level ,Primarina,,,The balloons it inflates with its nose grow larger and larger as it practices day by day.
Brionne,729.0,Brionne,Osyamari,7.0,VII,0.6,17.5,48.6,Water,,Torrent,,Liquid Voice,Blue,87.5,12.5,0.0,15.0,Water1,Ground,45.0,147.0,1058960.0,Ordinary,,,60.0,69.0,69.0,91.0,81.0,50.0,420.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,2 Special Attack,50.0,Medium Slow,15.0,Medium Slow,1059860.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Pop Star,3 stages evolution,Popplio,Level ,Brionne,Level ,Primarina,,,It gets excited when it sees a dance it doesn’t know. This hard worker practices diligently until it can learn that dance.
Primarina,730.0,Primarina,Ashirene,7.0,VII,1.8,44.0,13.6,Water,Fairy,Torrent,,Liquid Voice,Blue,87.5,12.5,0.0,15.0,Water1,Ground,45.0,265.0,1058960.0,Ordinary,,,80.0,74.0,74.0,126.0,116.0,60.0,530.0,88.33333333333333,0.0,0.0,0.0,3.0,0.0,0.0,3 Special Attack,50.0,Medium Slow,15.0,Medium Slow,1059860.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,Soloist,3 stages evolution,Popplio,Level ,Brionne,Level ,Primarina,,,"To Primarina, every battle is a stage. It takes down its prey with beautiful singing and dancing."
Pikipek,731.0,Pikipek,Tsutsukera,7.0,VII,0.3,1.2,13.3,Normal,Flying,Keen Eye,Skill Link,Pickup,Black,50.0,50.0,0.0,15.0,Flying,,255.0,53.0,1000000.0,Ordinary,,,35.0,75.0,30.0,30.0,30.0,65.0,265.0,44.16666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Woodpecker,3 stages evolution,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,It pecks at trees with its hard beak. You can get some idea of its mood or condition from the rhythm of its pecking.
Trumbeak,732.0,Trumbeak,Kerarappa,7.0,VII,0.6,14.8,41.1,Normal,Flying,Keen Eye,Skill Link,Pickup,Black,50.0,50.0,0.0,15.0,Flying,,120.0,124.0,1000000.0,Ordinary,,,55.0,85.0,50.0,40.0,50.0,75.0,355.0,59.16666666666666,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Bugle Beak,3 stages evolution,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,It can bend the tip of its beak to produce over a hundred different cries at will.
Toucannon,733.0,Toucannon,Dodekabashi,7.0,VII,1.1,26.0,21.5,Normal,Flying,Keen Eye,Skill Link,Sheer Force,Black,50.0,50.0,0.0,15.0,Flying,,45.0,218.0,1000000.0,Ordinary,,,80.0,120.0,75.0,75.0,75.0,60.0,485.0,80.83333333333333,0.0,3.0,0.0,0.0,0.0,0.0,3 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Cannon,3 stages evolution,Pikipek,Level ,Trumbeak,Level ,Toucannon,,,They smack beaks with others of their kind to communicate. The strength and number of hits tell each other how they feel.
Yungoos,734.0,Yungoos,Youngoose,7.0,VII,0.4,6.0,37.5,Normal,,Stakeout,Strong Jaw,Adaptability,Brown,50.0,50.0,0.0,15.0,Ground,,255.0,51.0,1000000.0,Ordinary,,,48.0,70.0,30.0,30.0,30.0,45.0,253.0,42.16666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Loitering,2 stages evolution,Yungoos,Level in Daytime,Gumshoos,,,,,"Its stomach takes up most of its long torso. It’s a big eater, so the amount Trainers have to spend on its food is no laughing matter."
Gumshoos,735.0,Gumshoos,Dekagoose,7.0,VII,0.7,14.2,29.0,Normal,,Stakeout,Strong Jaw,Adaptability,Brown,50.0,50.0,0.0,15.0,Ground,,127.0,146.0,1000000.0,Ordinary,,,88.0,110.0,60.0,55.0,60.0,45.0,418.0,69.66666666666667,0.0,2.0,0.0,0.0,0.0,0.0,2 Attack,50.0,Medium Fast,15.0,Medium Fast,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Stakeout,2 stages evolution,Yungoos,Level in Daytime,Gumshoos,,,,,"Although it wasn’t originally found in Alola, this Pokémon was brought over a long time ago when there was a huge Rattata outbreak."
